timestamp_begin,timestamp_end,response_time,total_calls,ENDPOINT_1,ENDPOINT_2,ENDPOINT_3,ENDPOINT_4,ENDPOINT_5,ENDPOINT_6,ENDPOINT_7,ENDPOINT_8,ENDPOINT_9,ENDPOINT_10,ENDPOINT_11,ENDPOINT_12,ENDPOINT_13,ENDPOINT_14,ENDPOINT_15,ENDPOINT_16,ENDPOINT_17,ENDPOINT_18,ENDPOINT_19,ENDPOINT_20,ENDPOINT_21,ENDPOINT_22,ENDPOINT_23,cpu_app,memory_app,cpu_db,memory_db,rows_fetched,rows_returned,db_commits
1701889400,1701889460,11.797101449275363,69,1,6,1,2,2,3,3,4,4,4,4,4,5,0,1,0,0,6,7,5,2,3,2,37.838,23.9558,38.547499999999985,65.02072999999999,93186.745,137669.2748,135.8511
1701889460,1701889520,14.328125,64,3,4,1,3,3,1,1,1,1,1,1,1,1,5,6,5,5,6,3,6,1,4,1,44.5945,23.9632,35.06671999999999,64.25139166666666,73118.5901,129245.4494,135.714
1701889520,1701889581,11.082191780821917,73,2,5,0,2,4,4,4,4,3,3,3,3,3,1,2,1,3,9,7,4,3,3,0,36.6504,23.9704,37.83931166666667,64.93698,89471.5662,127192.2766,134.1817
1701889581,1701889641,13.068493150684931,73,4,8,3,1,1,1,1,1,1,1,2,2,2,3,6,3,4,8,6,5,3,3,4,46.2727,23.9887,32.07329166666667,64.51065333333332,69504.3802,119232.91,128.0708
1701889641,1701889701,11.970149253731343,67,2,4,1,5,5,4,3,3,2,2,2,2,1,2,2,2,3,7,5,3,1,5,1,41.9185,23.9789,34.681765,65.48866333333334,121545.2954,180290.4373,130.4068
1701889701,1701889761,13.576923076923077,52,2,5,0,1,2,1,1,2,3,3,3,3,3,0,3,0,0,5,4,5,3,2,1,34.0502,23.995,41.29286333333334,64.68814833333334,56646.9518,96289.2237,148.8299
1701889761,1701889822,12.64367816091954,87,4,6,3,3,4,4,3,3,3,3,2,2,2,5,5,5,5,6,4,7,0,5,3,48.3212,24.0014,33.08089166666666,65.13394333333333,90224.0664,142075.9466,135.6017
1701889822,1701889882,12.945205479452055,73,2,4,0,2,2,2,2,2,3,4,4,4,4,2,2,2,2,9,9,6,2,4,0,38.9361,24.0062,38.97576,65.81335666666665,75297.2222,126183.9806,144.1919
1701889882,1701889942,14.287878787878787,66,2,5,0,2,2,2,2,2,2,2,2,2,2,2,5,2,2,7,6,6,3,4,2,38.6941,24.0119,36.31875333333335,64.57730166666667,80514.7924,137697.0334,131.3091
1701889942,1701890002,13.179487179487179,78,3,5,3,4,4,3,2,2,2,2,2,2,2,4,5,4,3,7,4,6,1,5,3,46.0511,24.0177,36.545168333333336,65.19699333333337,86163.3186,130050.8153,138.1512
1701890002,1701890063,13.4,70,4,5,1,1,2,3,3,3,3,3,3,3,3,1,1,2,2,8,8,5,0,5,1,41.652,24.0293,38.50828999999999,65.119125,76825.5938,122800.4243,140.6691
