timestamp_begin,timestamp_end,response_time,total_calls,ENDPOINT_1,ENDPOINT_2,ENDPOINT_3,ENDPOINT_4,ENDPOINT_5,ENDPOINT_6,ENDPOINT_7,ENDPOINT_8,ENDPOINT_9,ENDPOINT_10,ENDPOINT_11,ENDPOINT_12,ENDPOINT_13,ENDPOINT_14,ENDPOINT_15,ENDPOINT_16,ENDPOINT_17,ENDPOINT_18,ENDPOINT_19,ENDPOINT_20,ENDPOINT_21,ENDPOINT_22,ENDPOINT_23,cpu_app,memory_app,cpu_db,memory_db,rows_fetched,rows_returned,db_commits
1701837725,1701837785,64.25806451612904,31,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,5,5,1,1,2,41.9939,23.2814,15.238606666666666,68.6437833333333,75831.5552,119612.3142,112.1141
1701837785,1701837846,44.59016393442623,61,2,4,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,6,2,7,1,2,2,40.8082,23.2454,25.501170000000002,70.06342166666666,83075.8636,128644.3363,118.5633
1701837846,1701837906,38.38333333333333,60,3,4,0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,6,4,6,0,4,0,37.7524,23.2325,34.83010166666666,69.597035,111661.3247,151254.7126,120.7908
1701837906,1701837966,53.78,50,0,2,0,2,2,2,2,3,3,3,3,3,3,0,1,0,1,5,4,7,2,2,0,31.9913,23.2027,38.191451666666666,69.87795333333332,47807.0549,65015.1453,120.2093
1701837966,1701838026,84.32352941176471,34,1,3,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,3,2,8,2,1,1,31.6599,23.2022,23.029640000000004,69.92205166666668,54432.9801,75033.025,125.0707
1701838026,1701838087,100.6774193548387,31,2,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,9,0,2,1,33.652,23.2075,21.555839999999996,69.07499,54714.678,83571.6772,132.8261
1701838087,1701838147,103.6969696969697,33,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,10,0,1,0,31.7936,23.2091,22.440206666666672,69.23081499999996,19520.1208,33439.2469,120.7808
1701838147,1701838207,136.04761904761904,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,2,8,1,0,0,31.829,23.2258,16.17070333333333,69.41329499999999,27257.212,44136.0825,121.1327
1701838207,1701838267,88.86666666666666,30,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,6,3,7,1,1,1,33.6774,23.2776,15.103315,69.66169166666667,43052.4628,78772.0984,120.3768
1701838267,1701838327,51.924528301886795,53,2,4,1,2,1,1,1,1,1,1,1,1,1,3,4,3,3,6,4,7,1,3,1,36.4071,23.2686,21.214751666666665,69.68795666666665,84725.0427,127842.0371,120.1634
1701838327,1701838387,46.53061224489796,49,1,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,6,3,6,1,2,1,36.5903,23.2548,28.17560666666666,68.25415500000001,63011.3982,95912.0013,117.3318
1701838387,1701838447,44.81818181818182,55,2,4,0,1,1,1,1,1,1,1,1,1,1,2,5,2,2,10,6,6,3,3,0,36.3823,23.2524,27.262521666666665,69.10555500000001,84794.0674,122704.5177,121.1126
1701838447,1701838507,48.734693877551024,49,2,4,1,3,2,2,2,2,2,2,2,2,2,0,0,0,0,5,4,6,1,4,1,35.2512,23.2329,30.16808999999999,70.15273999999997,89082.0551,120568.6981,119.596
1701838507,1701838567,70.26829268292683,41,1,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0,0,3,2,8,2,1,0,32.1976,23.2376,32.29167833333334,69.59300833333334,57619.7822,82685.0484,119.3018
1701838567,1701838627,100.03125,32,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,9,0,1,1,32.4815,23.2354,24.807513333333336,69.64775166666666,46720.1901,66285.2159,120.953
1701838627,1701838687,102.53125,32,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,9,1,1,0,31.7496,23.2406,19.339440000000003,69.43644499999998,24171.6602,44004.2633,131.9304
1701838687,1701838747,111.18518518518519,27,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,8,1,0,1,35.3342,23.2759,14.379161666666668,69.68465499999999,44314.1418,67890.828,116.5247
1701838747,1701838807,66.29411764705883,51,4,4,0,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,9,1,4,0,35.6681,23.2751,21.207760000000004,70.07480000000001,87266.5039,131817.7202,128.2376
1701838807,1701838867,84.13953488372093,43,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,0,2,0,33.9383,23.276,35.645075000000006,68.65955666666666,34160.0466,56409.4995,124.2196
1701838867,1701838927,90.9090909090909,33,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,5,5,8,1,1,0,34.0261,23.2782,19.36750166666667,68.52896166666667,61154.5286,103871.7288,116.9836
1701838927,1701838987,66.4,45,1,2,0,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,8,0,2,1,35.1476,23.2764,20.36021999999999,68.56215333333333,57780.4272,77470.636,122.4891
1701838987,1701839047,72.83333333333333,36,1,2,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,5,4,7,1,1,1,32.0318,23.278,24.572295000000004,69.07735666666665,48646.2628,66667.0115,121.8935
1701839047,1701839107,87.0,29,1,3,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,4,5,7,2,0,1,32.4701,23.2843,19.887488333333337,70.20656333333336,45080.4848,79598.6253,121.9433
